DATABASE	NAME	EC NUMBER(S)	KEGG ID(S)	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)	EQUATION	NAME EQ	THERMODYNAMIC FEASIBILTY
rxn10692	fatty-acyl-ACP hydrolase			-5.757	1.20727	cpd00001_c0 + cpd16029_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd16028_c0	H2O + phenolic phthiocerol precursor bound ACP <=> H+ + ACP + phenolic phthiocerol precursor	=>
rxn10693	arabinose ribose isomerase			0	2	cpd15932_c0 <=> cpd00103_c0	5-phosphoarabinose pyrophosphate <=> PRPP	<=>
rxn10694	Phosphatidylglycerol synthase (C16:0,C19:0)			-4.5	0.23673	cpd00080_c0 + cpd15935_c0 <=> cpd00046_c0 + cpd16011_c0	GLYC-3-P + cdp diacylglycerol (C16:0, C19:0) <=> CMP + Phosphatidylglycerophosphate (hexadecanoyl, tuberculostearoyl, C16:0, C19:0)	<=>
rxn10695	arabinofuranosyl extension (M tb)			10000000	10000000	cpd15927_c0 + cpd15928_c0 <=> cpd00001_c0 + cpd15929_c0	arabinofuranose-galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate (M tb) + arabinan complex (Mtb) <=> H2O + arabinan-arabinofuranose-galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate (M tb)	<=>
rxn10696	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd15917_c0 + cpd15943_c0 <=> cpd15918_c0 + cpd15941_c0	acyl phosphatidylinositol mannoside tri-mannose (tuberculosis) + (E,E,E,E,E,E,E,Z,Z) decaprenyl mannose phosphate <=> acyl phosphatidylinositol mannoside tetra-mannose (tuberculosis) + (E,E,E,E,E,E,E,Z,Z) decaprenyl phosphate	<=>
rxn10697	trehalose dimycolate synthesis			10000000	10000000	(2) cpd00067_c0 + cpd00794_c0 + cpd15982_c0 + cpd16001_c0 <=> (2) cpd00001_c0 + cpd16042_c0	2 H+ + TRHL + keto mycolate (1 cyclopropanated rings) + mycolate (2 cyclopropanated rings) <=> 2 H2O + trehalose dimycolate (alpha mycolate + ketomycolate)	<=>
rxn10698	mycobactin synthesis			-186.422	4.37826	cpd00002_c0 + (2) cpd00007_c0 + (2) cpd00039_c0 + cpd00161_c0 + cpd00599_c0 + cpd00797_c0 + cpd15274_c0 <=> (5) cpd00001_c0 + cpd00008_c0 + cpd00009_c0 + cpd00010_c0 + cpd00011_c0 + (3) cpd00067_c0 + cpd08995_c0	ATP + 2 O2 + 2 Lysine + threonine + SALC + (R)-3-Hydroxybutanoate + Octadecenoyl-CoA <=> 5 H2O + ADP + Phosphate + CoA + CO2 + 3 H+ + Mycobactin S	=>
rxn10699	fatty-acyl-ACP hydrolase			-5.757	1.20727	cpd00001_c0 + cpd16026_c0 <=> cpd00067_c0 + cpd11493_c0 + cpd16025_c0	H2O + phthiocerol precursor bound ACP <=> H+ + ACP + phthiocerol precursor	=>
rxn10700	phthiocerol synthesis			-8.12	2.46301	cpd00005_c0 + cpd00017_c0 + cpd16018_c0 <=> cpd00006_c0 + cpd00019_c0 + cpd16019_c0	TPNH + SAM + phthiodolone <=> TPN + S-Adenosylhomocysteine + phthiocerol A	<=>
rxn10701	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd00083_c0 + cpd15921_c0 <=> cpd00031_c0 + cpd15922_c0	GDP-mannose + phosphatidylinositol mannoside di-mannose (tuberculosis) <=> GDP + phosphatidylinositol mannoside tri-mannose (tuberculosis)	<=>
rxn10702	fatty acid synthase - hexa-methyl octacosanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16020_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15957_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + penta-methyl hexacosanoate <=> H2O + 2 TPN + CoA + CO2 + hexa-methyl octacosanoate	=>
rxn10703	methoxy fucose rhamnose rhamnose phenol phthiocerol dimycocerosate synthesis			-17.44	8.88364	(4) cpd00017_c0 + cpd15954_c0 <=> (4) cpd00019_c0 + (4) cpd00067_c0 + cpd15977_c0	4 SAM + fucose rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb) <=> 4 S-Adenosylhomocysteine + 4 H+ + phenolic glycolipid (Mtb)	<=>
rxn10704	Phosphatidylglycerol synthase (C19:0)			-4.5	0.23673	cpd00080_c0 + cpd15936_c0 <=> cpd00046_c0 + cpd16012_c0	GLYC-3-P + cdp diacylglycerol (C19:0, C19:0) <=> CMP + Phosphatidylglycerophosphate (dituberculostearoyl, C19:0)	<=>
rxn10705	fatty acid synthase - methyl-behenic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd03848_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15971_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + Icosanoic acid <=> H2O + 2 TPN + CoA + CO2 + methyl behenic acid	=>
rxn10706	fatty-acid--CoA ligase			10000000	10000000	cpd00002_c0 + cpd00010_c0 + cpd03848_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd15931_c0	ATP + CoA + Icosanoic acid <=> PPi + AMP + arachidyl coenzyme A	<=>
rxn10707	rhamnosyltransferase (LPS O16 antigen biosynthesis)			-1.7	0.632032	cpd00946_c0 + cpd02113_c0 <=> cpd00297_c0 + cpd15562_c0	Undecaprenyl diphospho N-acetyl-glucosamine + dTDP-rhamnose <=> dTDP + rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	<=>
rxn10708	phenolic phthiocerol precursor synthesis			-30.471	11.6608	(10) cpd00005_c0 + (14) cpd00067_c0 + (2) cpd00070_c0 + (2) cpd00519_c0 + cpd16014_c0 <=> (5) cpd00001_c0 + (10) cpd00006_c0 + (4) cpd00010_c0 + (2) cpd00011_c0 + cpd16029_c0	10 TPNH + 14 H+ + 2 Malonyl-CoA + 2 D-methylmalonyl-CoA + phenol palmitic acid ACP <=> 5 H2O + 10 TPN + 4 CoA + 2 CO2 + phenolic phthiocerol precursor bound ACP	=>
rxn10709	fatty-acid--CoA ligase			-2.486	1.23168	cpd00002_c0 + cpd00010_c0 + cpd00067_c0 + cpd16013_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd16015_c0	ATP + CoA + H+ + phenol palmitic acid <=> PPi + AMP + phenol palmitic coenzyme A	=>
rxn10710	carboxymycobactin synthesis			-253.492	5.31762	cpd00002_c0 + (2) cpd00006_c0 + (3.5) cpd00007_c0 + (2) cpd00039_c0 + cpd00054_c0 + cpd00599_c0 + cpd00797_c0 + cpd01335_c0 <=> (5) cpd00001_c0 + (2) cpd00005_c0 + cpd00008_c0 + cpd00009_c0 + cpd00010_c0 + cpd00011_c0 + (2) cpd00067_c0 + cpd15940_c0	ATP + 2 TPN + 3.5 O2 + 2 Lysine + Serine + SALC + (R)-3-Hydroxybutanoate + Octanoyl-CoA <=> 5 H2O + 2 TPNH + ADP + Phosphate + CoA + CO2 + 2 H+ + carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)	=>
rxn10711	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd00083_c0 + cpd15924_c0 <=> cpd00031_c0 + cpd15925_c0	GDP-mannose + phosphatidylinositol mannoside penta-mannose (tuberculosis) <=> GDP + phosphatidylinositol mannoside hexa-mannose (tuberculosis)	<=>
rxn10712	fatty acid synthase - tri-methyl-lignoceric acid			-16.181	2.47366	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15950_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16037_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + di-methyl behenic acid <=> H2O + 2 TPN + CoA + CO2 + tri-methyl lignoceric acid	=>
rxn10713	CDP-Diacylglycerol pyrophostatase (C16:0, C19:0)			-9.313	0.746895	cpd00001_c0 + cpd15935_c0 <=> cpd00046_c0 + cpd16004_c0	H2O + cdp diacylglycerol (C16:0, C19:0) <=> CMP + 1,2-sn-glycerol 3-phosphate	=>
rxn10714	phosphatidylglycerol phosphate phosphatase (C19:0)			-2.317	0.735634	cpd00001_c0 + cpd16012_c0 <=> cpd00009_c0 + cpd00067_c0 + cpd16010_c0	H2O + Phosphatidylglycerophosphate (dituberculostearoyl, C19:0) <=> Phosphate + H+ + Phosphatidylglycerol (dimethylstearoyl, C19:0)	=>
rxn10715	fatty acid synthase - tri-methyl cerotic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15951_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16050_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + dimethyl lignoceric acid <=> H2O + 2 TPN + CoA + CO2 + tri-methyl hexacosanoate	=>
rxn10716	PPDIM synthesis (Mycobacterium Tuberculosis)			4.286	1.35097	(2) cpd00067_c0 + cpd16024_c0 + (2) cpd16038_c0 <=> (2) cpd00001_c0 + cpd16022_c0	2 H+ + phenolphtiocerol + 2 tetra-methyl octacosanoate <=> 2 H2O + phenol phthiocerol dimycocerosate (Mtb)	<=
rxn10717	fatty acid synthase - penta-methyl hexacosanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16037_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16020_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + tri-methyl lignoceric acid <=> H2O + 2 TPN + CoA + CO2 + penta-methyl hexacosanoate	=>
rxn10718	fatty-acyl-ACP synthase (phdca)			-126.378	19.7461	(16) cpd00005_c0 + (24) cpd00067_c0 + (8) cpd11492_c0 + cpd15914_c0 <=> (8) cpd00001_c0 + (16) cpd00006_c0 + (8) cpd00011_c0 + (8) cpd11493_c0 + cpd16014_c0	16 TPNH + 24 H+ + 8 Malonyl-acyl-carrierprotein- + 4-hydroxybenzoyl ACP <=> 8 H2O + 16 TPN + 8 CO2 + 8 ACP + phenol palmitic acid ACP	=>
rxn10719	arabinan complex formation (M tb)			10000000	10000000	(12) cpd00185_c0 + (8) cpd15978_c0 + (12) cpd16039_c0 <=> (32) cpd00001_c0 + cpd15928_c0	12 D-Arabinose + 8 mannose capped hexa arabinofuranoside + 12 tetra-arabinofuranoside <=> 32 H2O + arabinan complex (Mtb)	<=>
rxn10720	phthiocerol precursor ACP transacylase			0	2	cpd11493_c0 + cpd16027_c0 <=> cpd00010_c0 + cpd16026_c0	ACP + phthiocerol precursor bound coenzyme A <=> CoA + phthiocerol precursor bound ACP	<=>
rxn10721	rhamnose phenol phthiocerol dimycocerosate synthesis			-1.7	0.632032	cpd02113_c0 + cpd16022_c0 <=> cpd00297_c0 + cpd16032_c0	dTDP-rhamnose + phenol phthiocerol dimycocerosate (Mtb) <=> dTDP + rhamnose phenol phthiocerol dimycocerosate (Mtb)	<=>
rxn10722	fatty acid synthase - di-methyl-behenic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15970_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15950_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + methyl arachidic acid <=> H2O + 2 TPN + CoA + CO2 + di-methyl behenic acid	=>
rxn10723	phthiocerol precursor synthesis			10000000	10000000	(10) cpd00005_c0 + (14) cpd00067_c0 + (2) cpd00070_c0 + (2) cpd00519_c0 + cpd15930_c0 <=> (5) cpd00001_c0 + (10) cpd00006_c0 + (4) cpd00010_c0 + (2) cpd00011_c0 + cpd16026_c0	10 TPNH + 14 H+ + 2 Malonyl-CoA + 2 D-methylmalonyl-CoA + eicosanoyl-ACP <=> 5 H2O + 10 TPN + 4 CoA + 2 CO2 + phthiocerol precursor bound ACP	<=>
rxn10724	trehalose dimycolate synthesis			10000000	10000000	cpd00794_c0 + cpd16041_c0 <=> (2) cpd00001_c0 + cpd16046_c0	TRHL + trehalose dimycolate (alpha mycolate + methoxymycolate) <=> 2 H2O + tetramycolyl hexaarabinoside (tdm1 + tdm4 + tre) (Mtb)	<=>
rxn10725	fatty acid synthase - di-methyl lignoceric acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15971_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15951_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + methyl behenic acid <=> H2O + 2 TPN + CoA + CO2 + dimethyl lignoceric acid	=>
rxn10726	trehalose dimycolate synthesis			10000000	10000000	cpd00794_c0 + cpd16041_c0 + cpd16042_c0 <=> (2) cpd00001_c0 + cpd16045_c0	TRHL + trehalose dimycolate (alpha mycolate + methoxymycolate) + trehalose dimycolate (alpha mycolate + ketomycolate) <=> 2 H2O + tetramycolyl hexaarabinoside (tdm1 + tdm3 + tre) (Mtb)	<=>
rxn10727	fucose rhamnose rhamnose phenol phthiocerol dimycocerosate synthesis			-1.7	0.632032	cpd00272_c0 + cpd16033_c0 <=> cpd00031_c0 + cpd15954_c0	GDP-L-fucose + rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb) <=> GDP + fucose rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb)	<=>
rxn10728	fatty acid synthase - octa-methyl dotriacontanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15961_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16002_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + hepta-methyl triacontanoic acid (C30:0, plus 7 methyl branches) <=> H2O + 2 TPN + CoA + CO2 + octa-methyl dotriacontanoic acid (C32:0 with 7 methyl branches)	=>
rxn10729	CDP-Diacylglycerol pyrophostatase (C19:0)			-33.233	0.79198	cpd00001_c0 + cpd15936_c0 <=> cpd00046_c0 + (2) cpd00067_c0 + cpd16004_c0	H2O + cdp diacylglycerol (C19:0, C19:0) <=> CMP + 2 H+ + 1,2-sn-glycerol 3-phosphate	=>
rxn10730	mycobactin synthesis			-189.982	4.40991	cpd00002_c0 + (2) cpd00007_c0 + (2) cpd00039_c0 + cpd00054_c0 + cpd00599_c0 + cpd00797_c0 + cpd15274_c0 <=> (5) cpd00001_c0 + cpd00008_c0 + cpd00009_c0 + cpd00010_c0 + cpd00011_c0 + cpd00067_c0 + cpd15972_c0	ATP + 2 O2 + 2 Lysine + Serine + SALC + (R)-3-Hydroxybutanoate + Octadecenoyl-CoA <=> 5 H2O + ADP + Phosphate + CoA + CO2 + H+ + mycobactin T	=>
rxn10731	fatty acid synthase - hepta-methyl dotriacontanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15958_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15960_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + hexa-methyl triacontanoic acid (C30:0, plus 6 methyl branches) <=> H2O + 2 TPN + CoA + CO2 + hepta-methyl dotriacontanoic acid (7 methyl branches)	=>
rxn10732	mannosyl acyl transferase			-3.614	1.17862	cpd00134_c0 + cpd15921_c0 <=> cpd00010_c0 + cpd15916_c0	Palmitoyl-CoA + phosphatidylinositol mannoside di-mannose (tuberculosis) <=> CoA + acyl phosphatidylinositol mannoside di-mannose (tuberculosis)	=>
rxn10733	fatty acid synthase - hexa-methyl triacontanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16021_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15958_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + penta-methyl octacosanoate <=> H2O + 2 TPN + CoA + CO2 + hexa-methyl triacontanoic acid (C30:0, plus 6 methyl branches)	=>
rxn10734	Glycolipid 1,6-alpha-D-mannosyltransferase			-3.51	0.682342	cpd00083_c0 + cpd16030_c0 <=> cpd00031_c0 + cpd15920_c0	GDP-mannose + phosphatidyl 1D myo inositol (C16:0, C19:0) <=> GDP + phosphatidylinositol mannoside (tuberculosis)	<=>
rxn10735	fatty acid synthase - dimethyl arachic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15969_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15949_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + methyl octadecanoate <=> H2O + 2 TPN + CoA + CO2 + di-methyl arachic acid	=>
rxn10736	penta-acyl trehalose synthesis			-36.175	3.47779	cpd00794_c0 + cpd01080_c0 + (4) cpd16037_c0 <=> (5) cpd00001_c0 + cpd16006_c0	5 H+ + TRHL + ocdca + 4 tri-methyl lignoceric acid <=> 5 H2O + penta-acyl trehalose	<=>
rxn10737	CDP diacylglycerol inositon 3-phosphatidyltransferase			10000000	10000000	cpd00121_c0 + cpd15419_c0 <=> cpd00046_c0 + cpd00067_c0 + cpd11822_c0	Bios I + CDP-1,2-dihexadecanoylglycerol <=> CMP + H+ + 1-Phosphatidyl-myo-inositol	<=>
rxn10738	fatty acid synthase - tetra-methyl octacosanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16050_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16038_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + tri-methyl hexacosanoate <=> H2O + 2 TPN + CoA + CO2 + tetra-methyl octacosanoate	=>
rxn10739	fatty acid synthase - tetra-methyl hexacosanoic acid			-15.801	2.47989	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16037_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16036_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + tri-methyl lignoceric acid <=> H2O + 2 TPN + CoA + CO2 + tetra-methyl hexacosanoate	=>
rxn10740	phosphoribose transferase (undecaprenyl phosphate)			1.07	0.746895	cpd15932_c0 + cpd15941_c0 <=> cpd00012_c0 + cpd15946_c0	5-phosphoarabinose pyrophosphate + (E,E,E,E,E,E,E,Z,Z) decaprenyl phosphate <=> PPi + decaprenylphosphoryl-beta-D-5-phosphoarabinofuranose	<=>
rxn10741	trehalose dimycolate synthesis			4.286	1.35097	(2) cpd00067_c0 + cpd00794_c0 + cpd15990_c0 + cpd16001_c0 <=> (2) cpd00001_c0 + cpd16041_c0	2 H+ + TRHL + methoxy mycolate (1 cyclopropanated ring) + mycolate (2 cyclopropanated rings) <=> 2 H2O + trehalose dimycolate (alpha mycolate + methoxymycolate)	<=
rxn10742	tetra-acyl trehalose sulfate (sulfolipid-1) synthesis			8.572	2.70194	(4) cpd00067_c0 + cpd00214_c0 + cpd15961_c0 + (2) cpd16003_c0 + cpd16051_c0 <=> (4) cpd00001_c0 + cpd16035_c0	4 H+ + Palmitate + hepta-methyl triacontanoic acid (C30:0, plus 7 methyl branches) + 2 octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons) + trehalose 2 sulfate <=> 4 H2O + sulfonated tetra-acyl trehalose	<=
rxn10743	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd00083_c0 + cpd15920_c0 <=> cpd00031_c0 + cpd15921_c0	GDP-mannose + phosphatidylinositol mannoside (tuberculosis) <=> GDP + phosphatidylinositol mannoside di-mannose (tuberculosis)	<=>
rxn10744	phenolphthiodolone synthesis			-3.09	0.5417	cpd00067_c0 + cpd16028_c0 <=> cpd00011_c0 + cpd16023_c0	H+ + phenolic phthiocerol precursor <=> CO2 + phenolic phthiodiolone	=>
rxn10745	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd00083_c0 + cpd15922_c0 <=> cpd00031_c0 + cpd15923_c0	GDP-mannose + phosphatidylinositol mannoside tri-mannose (tuberculosis) <=> GDP + phosphatidylinositol mannoside tetra-mannose (tuberculosis)	<=>
rxn10746	fatty acid synthase - hepta-methyl triacontanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15957_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15961_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + hexa-methyl octacosanoate <=> H2O + 2 TPN + CoA + CO2 + hepta-methyl triacontanoic acid (C30:0, plus 7 methyl branches)	=>
rxn10747	Fatty acid hydroxylase			-95.8067	1.3123	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd16003_c0 <=> cpd00001_c0 + cpd00006_c0 + cpd15959_c0	TPNH + O2 + H+ + octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons) <=> H2O + TPN + 10 hydroxy octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons, 1 hydroxylated carbon)	=>
rxn10748	trehalose dimycolate synthesis			-44.934	2.19583	(2) cpd00067_c0 + cpd00794_c0 + cpd15991_c0 + cpd16001_c0 <=> (2) cpd00001_c0 + cpd16041_c0	2 H+ + TRHL + methoxy mycolate (2 cyclopropanated rings) + mycolate (2 cyclopropanated rings) <=> 2 H2O + trehalose dimycolate (alpha mycolate + methoxymycolate)	=>
rxn10749	trehalose dimycolate synthesis			10000000	10000000	cpd00794_c0 + cpd16041_c0 <=> (2) cpd00001_c0 + cpd16048_c0	TRHL + trehalose dimycolate (alpha mycolate + methoxymycolate) <=> 2 H2O + tetramycolyl hexaarabinoside (tdm2 + tdm4 + tre) (Mtb)	<=>
rxn10750	fatty acid synthase - octa-methyl tetracontatricosanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15960_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16003_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + hepta-methyl dotriacontanoic acid (7 methyl branches) <=> H2O + 2 TPN + CoA + CO2 + octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons)	=>
rxn10751	gdp mannosyl phosphate transferase			0	2	cpd00083_c0 + cpd15941_c0 <=> cpd00031_c0 + cpd15943_c0	GDP-mannose + (E,E,E,E,E,E,E,Z,Z) decaprenyl phosphate <=> GDP + (E,E,E,E,E,E,E,Z,Z) decaprenyl mannose phosphate	<=>
rxn10752	acyl-[acyl-carrier-protein] synthetase			-2.486	1.23168	cpd00002_c0 + cpd00067_c0 + cpd00136_c0 + cpd11493_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd15914_c0	ATP + H+ + 4-Hydroxybenzoate + ACP <=> PPi + AMP + 4-hydroxybenzoyl ACP	=>
rxn10753	gamma-glutamylcyclotransferase			-3.14	1.00541	cpd15236_c0 <=> cpd00035_c0 + cpd01293_c0	5-L-Glutamyl-L-alanine <=> ALA + 5-Oxoproline	=>
rxn10754	fatty acid synthase - tri-methyl behenic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd15949_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16043_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + di-methyl arachic acid <=> H2O + 2 TPN + CoA + CO2 + tri-methyl behenic acid	=>
rxn10755	fatty acid synthase - penta-methyl octacosanoic acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16036_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16021_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + tetra-methyl hexacosanoate <=> H2O + 2 TPN + CoA + CO2 + penta-methyl octacosanoate	=>
rxn10756	PDIM A synthesis (Mycobacterium Tuberculosis)			10000000	10000000	(2) cpd00067_c0 + cpd16019_c0 + (2) cpd16038_c0 <=> (2) cpd00001_c0 + cpd16007_c0	2 H+ + phthiocerol A + 2 tetra-methyl octacosanoate <=> 2 H2O + phthiocerol dimycocerosate A (Mtb)	<=>
rxn10757	Glycolipid 16-alpha-D-mannosyltransferase			-1.7	0.632032	cpd00083_c0 + cpd15915_c0 <=> cpd00031_c0 + cpd15916_c0	GDP-mannose + acyl phosphatidylinositol mannoside (tuberculosis) <=> GDP + acyl phosphatidylinositol mannoside di-mannose (tuberculosis)	<=>
rxn10758	trehalose dimycolate synthesis			-48.174	2.20983	(2) cpd00067_c0 + cpd00794_c0 + cpd15968_c0 + cpd16001_c0 <=> (2) cpd00001_c0 + cpd16041_c0	2 H+ + TRHL + keto mycolate (2 cyclopropanated rings) + mycolate (2 cyclopropanated rings) <=> 2 H2O + trehalose dimycolate (alpha mycolate + methoxymycolate)	=>
rxn10759	transacylase			10000000	10000000	cpd11493_c0 + cpd15931_c0 <=> cpd00010_c0 + cpd15930_c0	ACP + arachidyl coenzyme A <=> CoA + eicosanoyl-ACP	<=>
rxn10760	rhamnose rhamnose phenol phthiocerol dimycocerosate synthesis			-1.7	0.632032	cpd02113_c0 + cpd16032_c0 <=> cpd00297_c0 + cpd16033_c0	dTDP-rhamnose + rhamnose phenol phthiocerol dimycocerosate (Mtb) <=> dTDP + rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb)	<=>
rxn10761	UDP-MurNAc Hydroxylase			10000000	10000000	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd00773_c0 <=> cpd00001_c0 + cpd00006_c0 + cpd16059_c0	TPNH + O2 + H+ + UDP-MurNAc <=> H2O + TPN + UDP-N-glycolylmuramate	<=>
rxn10762	phthiodolone synthesis			-3.09	0.5417	cpd00067_c0 + cpd16025_c0 <=> cpd00011_c0 + cpd16018_c0	H+ + phthiocerol precursor <=> CO2 + phthiodolone	=>
rxn10763	mannosyl acyl transferase			-3.614	1.17862	cpd00134_c0 + cpd15916_c0 <=> cpd00010_c0 + cpd15919_c0	Palmitoyl-CoA + acyl phosphatidylinositol mannoside di-mannose (tuberculosis) <=> CoA + di-acyl phosphatidylinositol mannoside di-mannose (tuberculosis)	=>
rxn10764	mannosyl acyl transferase			-3.614	1.17862	cpd00134_c0 + cpd15920_c0 <=> cpd00010_c0 + cpd15915_c0	Palmitoyl-CoA + phosphatidylinositol mannoside (tuberculosis) <=> CoA + acyl phosphatidylinositol mannoside (tuberculosis)	=>
rxn10765	trehalose dimycolate synthesis			10000000	10000000	cpd00794_c0 + cpd16041_c0 <=> (2) cpd00001_c0 + cpd16044_c0	TRHL + trehalose dimycolate (alpha mycolate + methoxymycolate) <=> 2 H2O + tetramycolyl hexaarabinoside (tdm1 + tdm2 +tre) (Mtb)	<=>
rxn10766	fatty acid synthase - tri-methyl lignoceric acid			-15.991	2.46808	(2) cpd00005_c0 + (3) cpd00067_c0 + cpd00519_c0 + cpd16043_c0 <=> cpd00001_c0 + (2) cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd16037_c0	2 TPNH + 3 H+ + D-methylmalonyl-CoA + tri-methyl behenic acid <=> H2O + 2 TPN + CoA + CO2 + tri-methyl lignoceric acid	=>
